Type,index,J0,J1,J2,J3,J4,J5,J6,J7,EX_S5,EX_S3,EX_S4
ADVI,0,0.5613857139429157,-6.341652336179894,0.35110836892450314,4.080272058032195,14.029224731832356,1.7835240700693566,-9.670061457056043,-3.4090800486483426e-07,-2.505415362190373e-05,-2.8649262102807582,-0.9288756834382389
ADVI,1,-0.0538645889058853,-0.31434829853436375,-0.039126537685389824,0.4665789703958624,1.5268687701294184,0.2784065635602273,-0.670465714342676,3.182781550344588e-09,-3.704217639066562e-08,-0.14696263718168276,-0.04708648512596774
Prior,0,-0.02085886901346723,1.0702898881001908,-0.0010183355132058617,0.007461110795772068,0.014794245851301058,-0.018445644440860495,-0.03152772623501372,-1.447714013806962e-08,3.315623649300406e-06,-0.015279335433432656,-0.00541552889167794
Prior,1,-0.09402533695750837,-0.10662974281940373,-0.10003839062493468,-0.09150772321119317,-0.10366661255321193,-0.16053342101037668,-0.0850605607321992,-1.936267312725699e-09,-2.2548244246312095e-07,0.3873244104020483,1.3541372538666843
median,,0.2537605625185152,-3.3280003173571293,0.15599091561955666,2.2734255142140287,7.778046750980887,1.0309653168147919,-5.1702635856993595,-1.6886261165724483e-07,-1.2545597899147197e-05,-1.5059444237312205,-0.4879810842821033
ground truth,,7.224975665200612e-07,0.023756402421316065,6.08265815678317e-07,1.9393638424040158e-05,8.897037051385919e-06,0.000708846408195987,0.00014677640751246818,-2.3034471852744534e-22,0.0,0.4881220448744011,0.4872363084497167
