Type,index,J0,J1,J2,J3,J4,J5,J6,J7,J8,EX_S9,EX_S2,EX_S3
ADVI,0,-0.10039185262972228,0.46901111473852103,0.0658296959681191,-0.09555368736091457,-0.21792281653877146,-0.05816555012991601,-0.12381361765503887,-0.13051697946226076,-0.16256595238161875,-0.022367546350305214,-0.13847897138764953,1.5149361631895577
ADVI,1,0.06665398703473824,-0.0756984564576151,-0.10806978350658432,0.14651793698484242,0.38941830362621,0.048563936991385705,0.05704493719662045,0.219998992419733,0.04503626757406586,0.00737526925354908,0.05422752003320636,0.14893108884984826
Prior,0,-0.055715547364861395,0.11653006222483252,-0.4791719555836595,0.11247430983272526,0.10953874545932693,0.13206742647077155,0.13925632811644814,0.5283429781924537,0.11462471983417054,0.01775528681781254,0.12434377867067027,0.1399538673293093
Prior,1,-0.07218553431512009,-0.052293978951208915,-0.0017756237430011671,-0.057774038255414856,-0.07008490668177406,-0.058331780579053645,-0.07388491498538136,-0.07153427669841438,-0.06791437835010254,0.010954560513322496,0.2153518658156875,1.2994730062304611
median,,-0.01686893279749202,0.19665632914045297,-0.021120043769232606,0.02548212481196392,0.08574774354371927,-0.004800806569265154,-0.033384340229209206,0.04474100647873612,-0.05876484240377644,-0.007496138548378067,-0.04212572567722159,0.831933626019703
ground truth,,0.8556804982647075,0.015326147075296946,-0.17862907861263036,0.002450971832830696,0.004064444919900545,0.18588961740092383,0.06845975195980061,0.09903147423001492,-0.0016896075286036748,0.016093806685046973,-0.09258860845987422,0.025910582232586243
