,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,B6,B3,B9,S7,S0,S1,S9,S4,S5,S2,S6,S3,S8,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12
0,1.0900597058475752,1.0527141874203596,1.0301482682431717,1.0484308678342578,0.9652430714485495,0.9891669259999996,1.036830984709836,0.9638376456127445,0.9393910707564495,0.9244935465407147,1.0482797505412462,1.0624836228334242,1.050688248145992,1.0558347790337128,1.1598811543286542,0.1514493105389794,0.18395603706258204,0.2548155335849024,0.1754497824418265,0.744446328824165,0.009446299254382208,0.017037957638453616,0.320515355522132,8.381053282799298,0.5021403119724748,0.047933671433816924,1.2521730397508317,0.0004917665625395296,0.00044608404232245947,0.02972205201509085,-1.4544164040540033,-1.3822824188647267,0.00049393416255405,-1.401461578684277,0.030105879597117507,0.029461867884987322,-1.4148150395647507,0.0004724516564617154,-1.2761710687376
1,0.81609270923587,0.9968826819126101,0.9107345473327697,1.0342712196032284,0.92936421107035,1.0624201770392194,0.9603171115291493,1.0455497679968342,1.0487014960970482,1.067336586012413,1.039732631633453,0.9577177134760718,0.9567144567951744,0.9260338430110299,1.160556960755814,0.14566447859344592,0.29043060971883783,0.8039768120776397,7.117299674366486,0.508280165830625,0.17494355973031683,0.047599925706784084,0.008670980856606766,0.3298944702923015,0.01699648912687627,0.19887028685991895,1.264167931356667,0.00043314889287739193,0.00041604301783604167,0.028804414262722466,-1.3602259028798556,-1.442079011061959,0.0004376759291565317,-1.3576512174318587,0.032085308339720585,0.03233809515129748,-1.4181549707620182,0.0004231052604877624,-1.2261900872774636
2,1.012167921275246,1.0166539697681602,1.0582191895114337,0.9055477739083213,0.9338899606672095,0.9104063533384454,0.9356914952389945,1.0129593039093905,1.0844605131498166,1.0828534799017184,1.096174486754131,0.9099874249586295,0.9983026857151771,1.0080612493226497,1.1504091808600514,0.13706959328260715,0.2590131156108981,0.8767184536436108,8.451292876589916,0.4286334441083709,0.15657058969850993,0.04459118146263047,0.00830326966725946,0.28236733316011897,0.01718214726119716,0.1714143693483662,1.3255419771869286,0.00045870811649932787,0.0004259573927376716,0.028185495064923013,-1.2116338682456036,-1.3850646107566769,0.00050205348307455,-1.299647319636383,0.031693914637487046,0.0328135650120688,-1.3765275079002395,0.0004969456397546258,-1.4673234359706921
3,0.9392412205102698,0.9155392850468292,1.0243849825774962,0.9989507492514794,1.0622967353346133,0.9474902056300819,1.0601315363222705,0.9336286175140611,1.0613224565874333,1.0598917462018302,0.9344752162756039,0.9234316923028244,0.9098945697846159,0.9167753997779815,1.1149153076812959,0.14740707712873846,0.2530320337732545,0.8187141403177236,7.6746997337508605,0.49611125374638615,0.1572215786254862,0.048660925991207506,0.008325185899955286,0.27698204861270875,0.01668137199502074,0.19291901367214698,1.2845096906177513,0.00040067054367413414,0.0003800850374917803,0.029606403121703883,-1.2517244839275887,-1.3188820023804875,0.00038142452584651477,-1.2510915350912295,0.028615860539458197,0.030811438828488014,-1.3986611421445196,0.0003763270742445542,-1.421754913594186
4,0.998749723686779,1.0489853396512332,1.0728421970656545,0.932433566189567,0.9115735548762639,1.0176738799268876,0.9986922532910132,1.0577013810118614,1.0315098758446395,1.0473723965668105,0.954396955579183,1.0501293496353334,0.9698364693114778,0.9904206376541421,1.118155234458442,0.1362289190830339,0.28676358019366693,0.8945038469770433,8.123382100696467,0.5059521466556204,0.16558051557507164,0.05225181440784888,0.009065243279630346,0.3263582126038608,0.01755689939203432,0.16860620843329902,1.2942774772863743,0.0004717997122302871,0.00047351308056094366,0.027613116637613264,-1.3868832491887884,-1.259246978566075,0.0004865159361748716,-1.2705621662856759,0.029335145611225997,0.030060872002284796,-1.2587014636107834,0.0004930963359125181,-1.4464130096872758
5,1.060549011652281,1.0030953929145077,0.9381502571103709,1.0032369240276695,1.0162730037286858,1.0978519423380655,0.9118946677828431,1.0993054259544286,1.0928281912632498,1.089862254746648,1.0851386725154448,1.0930102539675952,1.0922862109689229,0.9955387724493235,1.1088065131813025,0.15864752626742412,0.2675237381074719,0.7958692749537055,8.021233468691639,0.4529579038362857,0.15969395910688172,0.04692067200728384,0.009380611930403694,0.31001932660005554,0.01572366850436921,0.16795899794969085,1.4741412186451357,0.0004194406818457542,0.00044635605220502683,0.03209147075468712,-1.3934823195292119,-1.2247609786492486,0.000471556176909417,-1.3330648524550037,0.027858343052061234,0.03240489788866558,-1.2152338241949017,0.00044685120433131945,-1.3076577365734274
6,1.0665117159420927,1.0958444569235868,1.0532111164238682,1.0232934084067213,1.0980809861493088,1.0950238776991572,1.0480119362248037,1.0627387222265905,1.0000401715234224,0.9163046393505287,1.0697993701829462,1.0641658554221232,1.0441752676842746,1.0437771089015375,1.0671342850588312,0.14875739559486983,0.27690880745596985,0.7518953010376845,8.604853597248827,0.5112040761703408,0.1606590554153019,0.0442900088767897,0.008495314021233958,0.29553547985010387,0.017053046401053533,0.1755324669956308,1.2758753793211255,0.00047914230660808273,0.0004940120877767939,0.032397053889227444,-1.4609604318647795,-1.4092864004538654,0.0005009830528016294,-1.4189740218148899,0.03176895262853729,0.030958662696581256,-1.2077504911051555,0.0004916116485283189,-1.3320859318471778
7,1.0834845953001162,0.9508194829220111,1.0416624136552186,0.8248189195258857,0.9260185726203329,0.9263885956624551,1.0655113137854901,1.073515902740398,0.9806373695485262,0.9965889806354948,1.0652837956243923,0.9725966570292581,0.9834121929260283,1.0541176518766155,1.20737345293803,0.15050472876669752,0.283371019078232,0.8688875665651496,7.466605691088478,0.512112176739138,0.1807999356241366,0.051712596148004324,0.008720857118414754,0.32162102255956215,0.01717969009944325,0.18788702133195953,1.2556593978939536,0.0004642586412486533,0.0004634036033292615,0.02676739392422889,-1.431366524675893,-1.2026788136660371,0.0004943945015523263,-1.4151243963956492,0.028073375450560118,0.02569149364107345,-1.2826664911164762,0.00046397270129742567,-1.2328892816095176
8,1.0880231313578237,1.0829536535347448,0.9267872706510456,0.9958987180354008,1.0601194581909965,1.0695628320781712,1.0081025852054457,0.9819175542174582,0.9653980201171052,0.9659909292992762,1.0768413234837344,0.9376291951479276,0.9256744577134551,0.8962762181618446,1.0655180234414678,0.1450219024366236,0.26624270109029236,0.7440028504978756,7.681661088503699,0.44582045191252256,0.1680874367773575,0.043832504414555946,0.009512617522416077,0.32424829739417216,0.016910401510542947,0.17263242648727858,1.3392820040600797,0.0004494964052043923,0.0004397829416139011,0.03515593467279313,-1.3733926387295448,-1.1989937807680295,0.0004864049318203236,-1.4499732871209883,0.03064397820070536,0.03260566457332389,-1.4343570846961184,0.0004356593424700425,-1.3592556494432946
9,0.9805153472899542,0.9412772751209062,0.9804073114013028,1.000486287815135,0.815285609486886,0.9247611137844456,0.9856026851669992,1.0465397159418763,1.0634273864248018,1.07949409613641,0.9651429087868054,1.0280409299014623,0.9999566726659805,0.9146947596537691,1.1520506325324733,0.15324998147800373,0.2888164620669724,0.8953392421957939,7.659583650508153,0.5043183960423563,0.18563968861693744,0.04584554558933957,0.008953539143675214,0.2801259717499357,0.015752785659889842,0.19728300391709636,1.301945248708005,0.0004169366814682644,0.0004255446378934116,0.029493946357836916,-1.2172085999286362,-1.2479931695892554,0.00046810708349174433,-1.2982332202155014,0.031454152892835124,0.03094679463413126,-1.224581488134973,0.00044036952993947704,-1.427799360246922
10,0.9251908851199492,0.9363857735026182,0.9636494821725484,1.0488096866506658,1.019062568184017,0.972869597256702,0.991055839831716,1.0528090099727803,1.066351385154797,0.9459294897126135,0.9846574634080645,0.9154605517074579,0.9875600449125832,1.0316102932977436,1.1784863298918398,0.15210274458442144,0.25097840507352154,0.7447741821392359,8.436531264374915,0.42799355574785075,0.18613468922072832,0.05222434932317647,0.008488838309249657,0.3170408859291778,0.017908423595093745,0.19975425360034454,1.2432847544640127,0.00042531735579241965,0.00043790442511096035,0.0316879187952024,-1.2410202106271069,-1.2601526111908268,0.0004465057077549788,-1.241259330998262,0.03111503794126021,0.027650969638296774,-1.2257462461006294,0.0004724210469148491,-1.3979888822594742
11,0.9225117668095728,0.9887296841762184,1.02087116393021,0.9040553778371178,1.0751552777742686,0.869593677213631,1.0862942816078474,0.9915686037371645,0.9503300100840908,0.9280901687090608,1.025198335252808,1.0952756326499236,1.0169402317174154,1.0456478425510038,1.108770674327926,0.14041787549063114,0.25348645082020577,0.897681683577315,7.80939581186718,0.4490895348346834,0.1638450133762061,0.05221522372985173,0.00912734637458328,0.2951568884287299,0.01750744556331851,0.18253608426525267,1.4426490128574097,0.000439823139396363,0.0005033906767652151,0.029883367142067813,-1.312869321483444,-1.1976487840959575,0.00043175820142061155,-1.268445223547837,0.03139347064834396,0.033366922848715834,-1.4142501724166383,0.00045128938030101687,-1.2269898193170028
12,0.9975637343207744,0.9163081265623843,0.9838235367635075,0.9181979965870666,1.0077868082688817,1.0113804197408995,0.9812312662096426,1.0098887490043245,0.962038799395324,1.0176670420638199,1.030974953069405,1.0939049096865274,0.9039184078563132,1.014366469359,1.007686252648003,0.14150051393735139,0.2674378388083298,0.7486465468498595,7.778757713962463,0.47191896691954516,0.16115557647700757,0.04728993688488537,0.008820765095046977,0.2790270315136371,0.01637958768770622,0.17572774806724814,1.2396280074772248,0.000455334818138068,0.0004493265768407402,0.03131648787838941,-1.457458528009616,-1.2090591155763675,0.00047356018125051935,-1.3762436080437506,0.029013840149259628,0.027558442032361175,-1.2344388109052142,0.0004227544896024177,-1.4304615021971951
13,1.0981098104011222,1.0482437549298342,0.9163487103463287,0.9892988695470699,1.0188762346034501,0.940163504206225,0.9791252858089321,1.091523378334771,0.9465978295797757,1.0645504446575194,0.9870428455661966,1.02069597132349,0.9108339551966178,0.9734800202148338,1.045649898442347,0.16139156868994087,0.267409973590468,0.8262976242156704,7.982538587572003,0.45235558086889477,0.15627047632272367,0.04505242997814858,0.009541536952606313,0.3289129876810722,0.017106350729715777,0.172945784858827,1.4148262106757497,0.0005016353604067823,0.00047784726676666593,0.030448385053471055,-1.3395665919744872,-1.2606915659723374,0.00047511238496729857,-1.2635282532693066,0.02954780924351039,0.02892419205430095,-1.2793500445381583,0.00042601036385394393,-1.3677594203503451
14,0.9752772380682097,1.0506667212307663,0.9630878677099394,0.9231287520856443,1.0316332309597271,0.9173312639042734,1.0183564232553126,0.9255206380259139,0.9211424228848551,1.0586137585420583,0.9631695831690205,0.9945422578308746,1.0096921994689592,0.9746265337524276,1.075941825161713,0.14530788367334152,0.25961037780065627,0.7524522431375558,7.803603372965936,0.4655434059298507,0.16744260003976932,0.048862431615421684,0.008611300927271729,0.2937886632165551,0.01751309458494355,0.16809917310442118,1.4171238329328921,0.0004978020575353829,0.0004515388256701032,0.027647418161073637,-1.314977875760919,-1.4148668573084409,0.00045936608961220086,-1.2160666751754734,0.029459101961801487,0.033073170076884706,-1.2721386979048932,0.0004176966796539831,-1.21607021154564
15,1.0911469962743598,0.9896146807634694,1.0407528468200025,0.9598026220932436,1.0638832960242337,1.0584532437830203,1.0265853131629514,0.8541045556035796,0.9062379317886773,1.085096520479672,1.008831737993462,1.057082457021007,0.9413086498573293,0.9866578225302022,1.0243748416762137,0.15942618291700167,0.2803737055382955,0.9639132827396797,7.7202586287849755,0.4900217288194557,0.17417240008358553,0.045154393994178366,0.009874741426590273,0.2835984370592745,0.01771891023755581,0.16823560464056003,1.4562263419345616,0.0005579043457405483,0.0005543263363341152,0.02785635152334791,-1.4515054640975502,-1.372988841203052,0.000518691128586689,-1.4485952840763825,0.030926752982514197,0.032474381248792525,-1.4222008402813062,0.0004948648669943279,-1.367012304908758
