,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,B5,B3,B4,S9,S2,S7,S5,S3,S8,S0,S1,S6,S4,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10
0,0.9536924703653769,1.0423052747550319,0.9745223037797274,1.0182575217263692,0.9339452432873561,0.9394369378278044,1.0351358684231564,1.0099597414617987,1.0934501264251164,1.0413403095628158,0.9941858898617295,5.643572464048007,5.337499981863105,0.8680705094087088,5.91265043160478,1.586974970872203,3.9940406044124313,0.6638638224013205,1.5524424429039947,0.15338327752251577,0.88836707170401,8.392428013154618,0.5039439856457916,0.02930847643200494,-0.33791165257020683,-0.3214502386023916,-0.3251156070387069,-0.3284926913683986,-0.2935553560713857,-0.33025242179752035,-0.34111054677495384,0.0,0.0,-0.31639138739675293,-0.31872424055457677
1,0.4742029251020363,0.9002516857771338,1.013282079195604,1.0551344147974617,0.9863774006682664,0.9474893212449792,0.968374393715533,0.981858752438476,1.0262096468018629,1.07734254325916,0.9298132871400631,5.160936783280904,5.5296833185786,0.806940046047843,6.026980102275463,0.6662033196357239,0.9598847814088511,0.5037349818128034,1.5637188054138236,1.6217689889078895,0.025798574298976345,7.854244436866007,0.1346576196506019,4.301491973361568,-0.29993350506765126,-0.29035363787670054,-0.340283434373908,-0.3206541029010649,-0.31780755490759177,-0.32335313494501133,-0.3263027101089238,0.0,0.0,-0.341598602815275,-0.33202482887816687
2,1.5140238275029976,0.992417100961725,0.9362632955746812,0.9670086899772727,0.9226550134255951,0.9352582862714351,1.070579289586721,0.9705810291210051,0.9711072321551567,0.9482514535093521,0.9104839647836757,5.187647987348222,5.902288585234961,0.9241257884022888,5.15807050220125,0.6816549462754016,0.9596697073228163,0.5524383681275978,1.4421743125254596,1.6745851467699582,0.0278980634130305,8.351497911117159,0.13089159617087956,3.942877014036686,-0.340328604099624,-0.330416093931945,-0.2930699530309017,-0.2903138401861126,-0.3476952514914276,-0.3122027575647725,-0.3075500467498317,0.0,0.0,-0.30913204086992807,-0.3269191658720648
3,0.903101626481562,0.5142115051227373,0.9113371556987497,1.0338828613453097,0.917473419825662,0.9487649434110232,0.9624250307154202,1.0758618548873,1.0908660142948734,1.065671435376518,0.9255392613074532,5.143320047663643,5.710567254381093,0.927421483161501,5.41971708142069,0.5768394886518141,0.9700531533517674,0.5986572450787553,1.3670495445774535,1.5859710415731307,0.02542410088032036,8.373243645183887,0.259536871474084,5.1221924901480875,-0.3411368759701886,-0.3261015797657045,-0.29249833334323233,-0.3033390218748542,-0.29711037132986967,-0.34223896106413376,-0.2895675691454935,0.0,0.0,-0.3431053267891117,-0.3425865840561004
4,1.0327990307507091,1.5493116629206551,0.9203088780036283,1.0694837775735309,0.9216586439808053,0.9287294958929392,0.9496171464790552,1.0728883115354138,0.9010994441240257,0.9268807601550635,0.9484140517522124,5.635760722407119,5.929642967735008,0.9190905940070602,5.75521208280108,0.5878917350856867,0.9507779292280732,0.5799600052513502,1.314534108469823,1.5574404308122294,0.02842074100641344,7.70661700986276,0.09818697694890255,4.013726635258492,-0.3357776069407133,-0.29775549689545333,-0.34575723281627646,-0.3156383001760908,-0.33220725128575224,-0.295162609321093,-0.3302066385167678,-1.6637140124746244e-15,0.0,-0.32096963812206625,-0.3090502802906523
5,0.9229431446229057,1.0512577147561017,0.4993839049911572,0.9391125505214561,0.9920535044477983,0.9411748428028264,1.0265814378185296,1.062748938197699,1.099169182921986,0.9950754741613197,0.9344622252115652,5.865891705631215,5.749894484262997,0.9217132907162936,6.407784363111192,0.6761371583140164,0.9767099040251073,0.5597554548143983,1.324470858848376,1.55387430867738,0.02493287550984647,8.540945935662155,0.13093415514092616,4.866248960309402,-0.3210055697363105,-0.31193432810708865,-0.3301665352913628,-0.2991115167377734,-0.3416186300792512,-0.31818642152060156,-0.3372486900077128,0.0,0.0,-0.2936628986857038,-0.3331034247568804
6,1.0496452944254309,1.003401562213787,1.5445032165733141,1.0332168052647175,0.9683702886936113,0.9771147211128532,0.9718994738290788,1.0571413030692614,1.0336219064600984,1.029224700832412,1.0136035198504543,4.876118037184429,5.433874606415719,0.9151080911045537,6.24637859645674,0.614652999946308,0.8717685660225365,0.49567270179001105,1.5443412642454237,1.453444646503284,0.02556657451478449,7.482472412814769,0.15052976882166516,4.618346315646504,-0.3048902154993883,-0.33495481041849656,-0.3010108390205472,-0.33500800610211895,-0.35048021579952676,-0.2927125647880805,-0.34767361186581414,0.0,0.0,-0.3468164315699978,-0.3096738449652588
7,0.9601726936052537,0.9699507136555996,1.031119410108666,0.5207294561657674,1.0542702600945921,1.0940774652332834,1.0125806877825039,0.9731959766453351,0.9759816124609049,0.9050095064730023,1.0470948576650143,5.723213540579865,5.335901943691498,0.9158336169269549,5.56369899752916,0.5738992852959954,0.9953659465102864,0.7315982695612305,1.5217096159644805,1.6793337349438568,0.02883431554028791,8.781256401399755,0.13481929088046887,3.986916863231359,-0.33037367587914945,-0.30580153516918585,-0.29911434353453153,-0.30966489450267215,-0.314387502378217,-0.31701200819739683,-0.33204802294166963,0.0,0.0,-0.3199507206072943,-0.3393609856014765
8,0.9736004217304386,0.959934905174059,0.9746011762100352,1.466819522284751,1.0906833690053308,0.9146180900544203,1.0293789521157375,1.0685549891436563,0.9080835569337233,0.9208465101345324,1.0186912780938138,5.0161576169856,5.166390391277863,0.8497534674492725,5.490458229514348,0.6801394151775335,0.8460962692502955,0.4686758919342501,1.5768128871439941,1.6652284707913056,0.029211253712840033,8.492651677160588,0.14314829607854712,4.070934946805567,-0.29663659649187585,-0.30623969963059916,-0.34170690667386056,-0.31860317489726064,-0.33039283470366715,-0.3396061613920632,-0.31840491090650336,1.8633508115086003e-15,0.0,-0.33752337683242317,-0.3080295715076819
9,1.0806037218739963,0.9883458238853586,1.0526451114066822,0.908663289421971,0.5231318750686801,1.0758354538779504,0.9066902504549745,1.0886599429330683,1.0561667870500493,1.0562767387082965,0.937610540946553,5.4259453627092045,5.306262438608997,0.84231399020281,5.671395110123738,0.6293517991041782,0.856254727894702,0.5188254697689254,1.569341060740173,1.5682831601394107,0.02459306738530764,8.103615942494494,0.14231103038435483,4.35323340663548,-0.2928579130062113,-0.29764698424867925,-0.31096320716553844,-0.30894675189165827,-0.3161474421928052,-0.2920162786377583,-0.3169555652752898,0.0,0.0,-0.34664611147310603,-0.3348413887369113
