ENZYME_ADH,ENZYME_AK,ENZYME_ATPase,ENZYME_ENO,ENZYME_FBA,ENZYME_GPD,ENZYME_GPM,ENZYME_GPP,ENZYME_HXK_GLK1,ENZYME_HXK_HXK1,ENZYME_HXK_HXK2,ENZYME_PDC_PDC1,ENZYME_PDC_PDC5,ENZYME_PDC_PDC6,ENZYME_PFK,ENZYME_PGI,ENZYME_PGK,ENZYME_PGM,ENZYME_PYK,ENZYME_TDH_TDH1,ENZYME_TDH_TDH2,ENZYME_TDH_TDH3,ENZYME_TPI,ENZYME_TPP,ENZYME_TPS,ENZYME_UGP,ENZYME_acetate_branch,ENZYME_succinate_branch,ENZYME_udp_to_utp,ENZYME_HXT,ACE,EtOH,F26bP,GLCx,GLY,SUC,TRH,ADH1,ADH5,CDC19,ENO1,ENO2,FBA1,GLK1,GPD1,GPD2,GPM1,HOR2,HXK1,HXK2,PDC1,PDC5,PDC6,PFK1,PFK2,PGI1,PGK1,PGM1,PGM2,PYK2,RHR2,TDH1,TDH2,TDH3,TPI1,TPS1,TPS2,UGP1,ADP,ATP,AcAld,BPG,DHAP,F16bP,F6P,G1P,G3P,G6P,GAP,GLC,NAD,P2G,P3G,PEP,PYR,T6P,UDP,UTP,EX_ADH,EX_AK,ATPase,ENO,FBA,EX_GPD,GPM,EX_GPP,HXK_GLK1,HXK_HXK1,HXK_HXK2,PDC_PDC1,PDC_PDC5,PDC_PDC6,PFK,PGI,PGK,PGM,PYK,EX_TDH_TDH1,EX_TDH_TDH2,EX_TDH_TDH3,TPI,EX_TPP,EX_TPS,EX_UGP,EX_acetate_branch,EX_succinate_branch,udp_to_utp,EX_HXT
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.95,1,1,1,1,1,1,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.176175279,2.447975912,0.516742109,0.026539057,0.030424486,0.676144421,2.350733807,5.086975393,0.013691169,4.89E-05,0.383033972,0.006289226,0.136221626,0.260249501,0.05969486,0.011968054,0.097593083,0.156750501,0.663592203,2.488276448,0.716586518,2.00E-15,0.513831012,0.731957065,0.396546592,0.061136119,0.731957065,0.061136119,0.000160658,0.017505168,0.483540723,0.702097359,0.007945321,0.006716873,0.396546592,0.396546592,0.731957065,0.052329978,0.731957065,0.053864743,0,0.678092322,0.335410473,0.052329978,0.052329978,0.052329978,0.000173035,0.015197512,0.052329978,0.501206548
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.05,1,1,1,1,1,1,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.115067637,2.381402704,0.557768286,0.024655469,0.032372459,0.719434863,2.489080437,4.83762047,0.01461218,5.64E-05,0.389448259,0.006713055,0.147008166,0.261128665,0.062837389,0.013052321,0.103934707,0.15464607,0.745822024,2.689851399,0.749127497,1.33E-15,0.535778184,0.764535775,0.412932041,0.061328307,0.764535775,0.061328307,0.00017433,0.018525401,0.505851832,0.734058336,0.008291292,0.006930272,0.412932041,0.412932041,0.764535775,0.055809761,0.764535775,0.051258037,0,0.713277738,0.351603734,0.055809761,0.055809761,0.055809761,0.000152402,0.015255876,0.055809761,0.524551563
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.95,1,1,1,1,1,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.144236275,2.415213741,0.537517119,0.025471446,0.031412733,0.698108994,2.422253328,4.955248815,0.014163773,5.27E-05,0.386343221,0.006505286,0.141680788,0.260823923,0.061307971,0.012515927,0.100851733,0.155574268,0.70479304,2.592111534,0.733513401,2.66E-15,0.525334015,0.748909608,0.405085654,0.0612617,0.748909608,0.0612617,0.000167611,0.018030386,0.495096919,0.718720962,0.008125431,0.006828571,0.405085654,0.405085654,0.748909608,0.054104631,0.748909608,0.052547659,0,0.696361948,0.343823954,0.054104631,0.054104631,0.054104631,0.000161564,0.015234643,0.054104631,0.513294916
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.05,1,1,1,1,1,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.144233474,2.415211792,0.537518509,0.025471349,0.031412916,0.698108466,2.422257383,4.955241569,0.0141638,5.27E-05,0.386343415,0.0065053,0.141681157,0.260823698,0.061308078,0.012515958,0.100851917,0.155574252,0.704795898,2.592117414,0.733514354,1.33E-15,0.525334654,0.748910549,0.4050861,0.06126165,0.748910549,0.06126165,0.000167611,0.018030416,0.495097569,0.718721899,0.008125441,0.006828578,0.4050861,0.4050861,0.748910549,0.054104748,0.748910549,0.052547727,0,0.696362822,0.343824449,0.054104748,0.054104748,0.054104748,0.000161563,0.015234631,0.054104748,0.513295595
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.95,1,1,1,1,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.144531338,2.415557597,0.536802384,0.025477341,0.031383283,0.697452111,2.420980333,4.958190439,0.014155576,5.26E-05,0.386292726,0.006844908,0.141488569,0.260749988,0.061251988,0.012507591,0.100794814,0.155469595,0.703666791,2.591073488,0.733214193,-1.33E-15,0.525221133,0.748606399,0.404925968,0.061245538,0.748606399,0.061245538,0.00016754,0.018024425,0.494827155,0.718426977,0.008122249,0.006826609,0.404925968,0.404925968,0.748606399,0.054046576,0.748606399,0.052526174,0,0.696080225,0.34368043,0.054046576,0.054046576,0.054046576,0.000161643,0.015230563,0.054046576,0.51301912
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.05,1,1,1,1,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.143966389,2.414900572,0.538166794,0.025466027,0.031439602,0.698703686,2.423410372,4.952579109,0.014171225,5.27E-05,0.386389149,0.006197786,0.141855507,0.260890641,0.061358813,0.012523509,0.100903473,0.155669214,0.705817348,2.593056084,0.733785295,6.66E-16,0.525436694,0.749185111,0.405230697,0.061276283,0.749185111,0.061276283,0.000167675,0.018035807,0.495341972,0.71898811,0.008128323,0.006830354,0.405230697,0.405230697,0.749185111,0.054157378,0.749185111,0.052567183,0,0.696617929,0.343954414,0.054157378,0.054157378,0.054157378,0.000161492,0.015238325,0.054157378,0.513545454
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.95,1,1,1,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.113228813,2.359585486,0.596953334,0.024783075,0.034444311,0.765476584,2.528921012,4.769222035,0.014888646,5.89E-05,0.379405657,0.006810816,0.157650003,0.265139202,0.066958891,0.013389636,0.105831789,0.153491459,0.821947549,2.749021141,0.758339496,-6.66E-16,0.541928307,0.773966936,0.418085412,0.062203888,0.773966936,0.062203888,0.000178485,0.018825079,0.51230501,0.743113642,0.008389076,0.006989716,0.418085412,0.418085412,0.773966936,0.056611581,0.773966936,0.054323609,0,0.719643328,0.355881524,0.056611581,0.056611581,0.056611581,0.000152938,0.015474503,0.056611581,0.531308573
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.05,1,1,1,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.174227752,2.460785376,0.48730152,0.026286436,0.028781195,0.639626402,2.320734924,5.144792344,0.013489999,4.74E-05,0.392951843,0.006227671,0.128205577,0.256233734,0.056417684,0.011741405,0.096202672,0.158017084,0.61099714,2.444470518,0.709426134,-1.33E-15,0.508846528,0.724575964,0.392416538,0.060257112,0.724575964,0.060257112,0.000157779,0.017283984,0.478622991,0.695059167,0.007868957,0.006669114,0.392416538,0.392416538,0.724575964,0.051824108,0.724575964,0.050825154,0,0.67375081,0.332159426,0.051824108,0.051824108,0.051824108,0.000171104,0.014978726,0.051824108,0.496064754
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.95,1,1,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.139118084,2.406635204,0.546758622,0.025347816,0.031889824,0.708708854,2.439729489,4.92388554,0.01428128,5.36E-05,0.399193853,0.006554385,0.144162521,0.261565688,0.062195892,0.012654622,0.10166058,0.155201184,0.72257769,2.617699929,0.737614362,2.00E-15,0.528103427,0.753050344,0.407237076,0.061423809,0.753050344,0.061423809,0.000169353,0.018159841,0.497923289,0.722749979,0.008169031,0.006855412,0.407237076,0.407237076,0.753050344,0.054507703,0.753050344,0.052840976,0,0.700209368,0.345813268,0.054507703,0.054507703,0.054507703,0.000160061,0.015275922,0.054507703,0.516252482
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.05,1,1,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.148944667,2.422899874,0.529195053,0.025588912,0.030981341,0.688519852,2.406213045,4.984353164,0.014056329,5.18E-05,0.374306823,0.006460559,0.139446403,0.260130426,0.060505268,0.012390071,0.100111634,0.155928477,0.688915744,2.568668637,0.729737689,-1.33E-15,0.522774469,0.745096698,0.40310339,0.061110081,0.745096698,0.061110081,0.000166025,0.01791182,0.492500311,0.715011613,0.008085273,0.006803781,0.40310339,0.40310339,0.745096698,0.053737383,0.745096698,0.05227762,0,0.692819078,0.341993308,0.053737383,0.053737383,0.053737383,0.000162977,0.015196032,0.053737383,0.510578155
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.95,1,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.144205362,2.414909334,0.537715426,0.025473453,0.031422621,0.698326327,2.422867495,4.954116675,0.014167953,5.27E-05,0.386372813,0.006507327,0.141733146,0.260813235,0.061323179,0.012520849,0.100880513,0.15556735,0.705194896,2.593029669,0.733665763,6.66E-16,0.525433822,0.749057351,0.405158357,0.061259363,0.749057351,0.061259363,0.000167673,0.018035032,0.495198429,0.718862773,0.008126966,0.006829518,0.405158357,0.405158357,0.749057351,0.054121388,0.749057351,0.052558017,0,0.696499334,0.343898994,0.054121388,0.054121388,0.054121388,0.000153494,0.015238094,0.054121388,0.513401134
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.05,1,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.144264251,2.415515789,0.537320357,0.025469338,0.031403041,0.697891179,2.421643495,4.956373661,0.014159622,5.26E-05,0.386313838,0.006503261,0.141628841,0.260834372,0.061292877,0.012511041,0.100823153,0.155581177,0.704394442,2.591199754,0.733362042,-2.00E-15,0.525234866,0.748762855,0.405013419,0.061263984,0.748762855,0.061263984,0.000167549,0.018025772,0.494996102,0.718580136,0.008123907,0.006827632,0.405013419,0.405013419,0.748762855,0.054088002,0.748762855,0.052537373,0,0.696225482,0.343749435,0.054088002,0.054088002,0.054088002,0.000169633,0.01523118,0.054088002,0.513189422
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.95,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.138820248,2.352124562,0.576515886,0.025852762,0.033325025,0.740603844,2.542896418,4.7470036,0.01497468,5.97E-05,0.392024104,0.006901875,0.151979783,0.258775746,0.06422093,0.013499679,0.106420095,0.154412512,0.785354659,2.768660715,0.761544952,6.66E-16,0.543941763,0.776829993,0.418821871,0.060813748,0.776829993,0.060813748,0.00017988,0.018925179,0.514433133,0.746274612,0.008423185,0.007010363,0.418821871,0.418821871,0.776829993,0.057358161,0.776829993,0.054503232,0,0.722326761,0.358008122,0.057358161,0.057358161,0.057358161,0.000163207,0.015121834,0.057358161,0.533538192
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.05,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.149474665,2.46418072,0.503737079,0.025123395,0.02972528,0.660605852,2.311784119,5.160744422,0.013440876,4.70E-05,0.381183976,0.006153877,0.132764409,0.262679569,0.058656336,0.011683666,0.095863936,0.156936422,0.637622944,2.432492491,0.707292357,-1.33E-15,0.507469606,0.72278918,0.392228151,0.061667122,0.72278918,0.061667122,0.000156996,0.017223195,0.477282928,0.692951607,0.007846078,0.006654757,0.392228151,0.392228151,0.72278918,0.051217484,0.72278918,0.050715457,0,0.672073723,0.330561029,0.051217484,0.051217484,0.051217484,0.000160086,0.015336737,0.051217484,0.494663119
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.95,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.142179066,2.411794918,0.541205227,0.025421241,0.031603427,0.702344324,2.429270168,4.942613134,0.014210897,5.30E-05,0.383353905,0.006524955,0.142671138,0.261123293,0.061662744,0.012571415,0.101176175,0.163603068,0.711871361,2.602379655,0.735161568,-1.33E-15,0.526448365,0.750573829,0.405950481,0.061327133,0.750573829,0.061327133,0.000168308,0.018082328,0.496232065,0.720340198,0.008142956,0.006839369,0.405950481,0.405950481,0.750573829,0.05426611,0.750573829,0.052665541,0,0.697908288,0.344623348,0.05426611,0.05426611,0.05426611,0.000160956,0.015251305,0.05426611,0.514482702
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.05,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.146084484,2.418255419,0.534228657,0.02551711,0.031242519,0.694323942,2.415950452,4.966648537,0.014121508,5.23E-05,0.389055306,0.006487674,0.140797819,0.2605527,0.060991129,0.01246631,0.100560658,0.148297258,0.69850355,2.582894883,0.732031109,6.66E-16,0.524330285,0.747412769,0.404307589,0.061202409,0.747412769,0.061202409,0.000166986,0.017983768,0.494076885,0.717264709,0.008109668,0.006818848,0.404307589,0.404307589,0.747412769,0.053960025,0.747412769,0.052441644,0,0.694971125,0.34310518,0.053960025,0.053960025,0.053960025,0.000162115,0.015219545,0.053960025,0.512227639
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.95,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.146650016,2.418022521,0.531734753,0.02552031,0.031173124,0.692781776,2.411893349,4.703533239,0.014097073,5.22E-05,0.385932132,0.006447973,0.140125778,0.260223196,0.06085363,0.012448058,0.100388578,0.154728957,0.695676086,2.583603349,0.731076313,-2.00E-15,0.524407558,0.746440013,0.40378519,0.061130367,0.746440013,0.061130367,0.000167013,0.017956685,0.49292955,0.716326442,0.008099509,0.006812577,0.40378519,0.40378519,0.746440013,0.053634029,0.746440013,0.052372673,0,0.69406734,0.342654823,0.053634029,0.053634029,0.053634029,0.000162216,0.015201484,0.053634029,0.511053249
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.05,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.142085315,2.412714045,0.542750317,0.025428784,0.031627981,0.702890012,2.431523022,5.20553463,0.01422348,5.30E-05,0.386711022,0.00655695,0.143088238,0.261359552,0.061716356,0.01257664,0.101266296,0.156340447,0.713038885,2.599628476,0.735690052,-6.66E-16,0.526150194,0.751115239,0.406247002,0.061378765,0.751115239,0.061378765,0.00016814,0.018096176,0.497040207,0.720859635,0.008148577,0.00684283,0.406247002,0.406247002,0.751115239,0.05452876,0.751115239,0.052703966,0,0.698411273,0.344868237,0.05452876,0.05452876,0.05452876,0.00016099,0.015264196,0.05452876,0.515304522
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,52.96256018,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.144234804,2.415212718,0.537517849,0.025471395,0.031412829,0.698108717,2.422255457,4.955245011,0.014163787,5.27E-05,0.386343323,0.006505293,0.141680982,0.260823805,0.061308027,0.012515943,0.10085183,0.15557426,0.70479454,2.592114621,0.733513901,-1.33E-15,0.525334351,0.748910102,0.405085888,0.061261674,0.748910102,0.061261674,0.000167611,0.018030401,0.49509726,0.718721454,0.008125437,0.006828575,0.405085888,0.405085888,0.748910102,0.054104692,0.748910102,0.052547695,0,0.696362407,0.343824214,0.054104692,0.054104692,0.054104692,0.000161564,0.015234637,0.054104692,0.513295273
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,58.53756652,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.144234804,2.415212718,0.537517849,0.025471395,0.031412829,0.698108717,2.422255457,4.955245011,0.014163787,5.27E-05,0.386343323,0.006505293,0.141680982,0.260823805,0.061308027,0.012515943,0.10085183,0.15557426,0.70479454,2.592114621,0.733513901,-1.33E-15,0.525334351,0.748910102,0.405085888,0.061261674,0.748910102,0.061261674,0.000167611,0.018030401,0.49509726,0.718721454,0.008125437,0.006828575,0.405085888,0.405085888,0.748910102,0.054104692,0.748910102,0.052547695,0,0.696362407,0.343824214,0.054104692,0.054104692,0.054104692,0.000161564,0.015234637,0.054104692,0.513295273
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.75006335,52.69894896,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.144215123,2.415009958,0.537649908,0.024621417,0.031419374,0.698254169,2.42266456,4.95449075,0.014166572,5.27E-05,0.386363035,0.006506653,0.141715848,0.26081674,0.061318155,0.012519222,0.100871002,0.15556964,0.705062126,2.592726257,0.733615412,6.66E-16,0.525400843,0.749008529,0.405134329,0.061260129,0.749008529,0.061260129,0.000167652,0.018033497,0.495164885,0.718815917,0.008126459,0.006829205,0.405134329,0.405134329,0.749008529,0.054115852,0.749008529,0.052554595,0,0.696453934,0.3438742,0.054115852,0.054115852,0.054115852,0.00015617,0.015236948,0.054115852,0.513366033
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.75006335,58.24620675,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.144254501,2.415415476,0.537385738,0.026321861,0.031406281,0.697963198,2.421846109,4.955999927,0.014161001,5.26E-05,0.3863236,0.006503934,0.141646102,0.260830874,0.061297893,0.012512664,0.100832647,0.155578886,0.704526887,2.591502649,0.733412323,-2.00E-15,0.525267807,0.748811608,0.405037414,0.061263219,0.748811608,0.061263219,0.000167569,0.018027305,0.495029594,0.718626927,0.008124414,0.006827944,0.405037414,0.405037414,0.748811608,0.054093527,0.748811608,0.05254079,0,0.696270818,0.343774195,0.054093527,0.054093527,0.054093527,0.000166961,0.015232324,0.054093527,0.513224468
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.75006335,55.47257785,0.00285,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.146832164,2.419475275,0.535137171,0.025535736,0.03117397,0.6928006,2.413401107,4.971278893,0.014104433,5.22E-05,0.385940302,0.00648053,0.141059891,0.260442386,0.061126078,0.012446317,0.10044304,0.15576711,0.69597983,2.579176542,0.73143107,0,0.523924405,0.746806813,0.403992552,0.061178292,0.746806813,0.061178292,0.000166734,0.01796492,0.493663642,0.716675216,0.008103286,0.006814909,0.403992552,0.403992552,0.746806813,0.053901372,0.746806813,0.052398728,0,0.694408085,0.342814261,0.053901372,0.053901372,0.053901372,0.000162339,0.015213403,0.053901372,0.511795297
