ENZYME_ADH,ENZYME_AK,ENZYME_ATPase,ENZYME_ENO,ENZYME_FBA,ENZYME_GPD,ENZYME_GPM,ENZYME_GPP,ENZYME_HXK_GLK1,ENZYME_HXK_HXK1,ENZYME_HXK_HXK2,ENZYME_PDC_PDC1,ENZYME_PDC_PDC5,ENZYME_PDC_PDC6,ENZYME_PFK,ENZYME_PGI,ENZYME_PGK,ENZYME_PGM,ENZYME_PYK,ENZYME_TDH_TDH1,ENZYME_TDH_TDH2,ENZYME_TDH_TDH3,ENZYME_TPI,ENZYME_TPP,ENZYME_TPS,ENZYME_UGP,ENZYME_acetate_branch,ENZYME_succinate_branch,ENZYME_udp_to_utp,ENZYME_HXT,ACE,EtOH,F26bP,GLCx,GLY,SUC,TRH,ADH1,ADH5,CDC19,ENO1,ENO2,FBA1,GLK1,GPD1,GPD2,GPM1,HOR2,HXK1,HXK2,PDC1,PDC5,PDC6,PFK1,PFK2,PGI1,PGK1,PGM1,PGM2,PYK2,RHR2,TDH1,TDH2,TDH3,TPI1,TPS1,TPS2,UGP1,ADP,ATP,AcAld,BPG,DHAP,F16bP,F6P,G1P,G3P,G6P,GAP,GLC,NAD,P2G,P3G,PEP,PYR,T6P,UDP,UTP,EX_ADH,EX_AK,ATPase,ENO,FBA,EX_GPD,GPM,EX_GPP,HXK_GLK1,HXK_HXK1,HXK_HXK2,PDC_PDC1,PDC_PDC5,PDC_PDC6,PFK,PGI,PGK,PGM,PYK,EX_TDH_TDH1,EX_TDH_TDH2,EX_TDH_TDH3,TPI,EX_TPP,EX_TPS,EX_UGP,EX_acetate_branch,EX_succinate_branch,udp_to_utp,EX_HXT
1,1,1,1,1,1,1,1,1,1.05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.142635663,2.413353555,0.541402812,0.025439612,0.03157273,0.701662176,2.429146055,4.939365366,0.014208168,5.29E-05,0.386616722,0.006543666,0.142725819,0.261222268,0.061611453,0.012561074,0.10115998,0.15614301,0.710916317,2.597710234,0.735132264,-1.33E-15,0.525942122,0.750550023,0.405949393,0.061348764,0.750550023,0.061348764,0.00016799,0.01896046,0.495660368,0.720311575,0.008142646,0.006839179,0.405949393,0.405949393,0.750550023,0.054419712,0.750550023,0.052663909,0,0.697886114,0.34460063,0.054419712,0.054419712,0.054419712,0.000161137,0.015256623,0.054419712,0.514788818
1,1,1,1,1,1,1,1,1,1,0.95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.196442073,2.474371485,0.431185366,0.026795209,0.026670865,0.592728448,2.208461533,5.481821317,0.012795863,4.42E-05,0.377924076,0.005411986,0.113116045,0.248006575,0.052401051,0.011121958,0.091341556,0.140353677,0.537102305,2.395501163,0.682254641,-6.66E-16,0.503178711,0.696956098,0.377703248,0.058450398,0.696956098,0.058450398,0.000154613,0.01706346,0.450703168,0.668368162,0.007578784,0.006485411,0.377703248,0.377703248,0.696956098,0.045108997,0.696956098,0.048871527,0,0.648084572,0.31925285,0.045108997,0.045108997,0.045108997,0.000177715,0.014523742,0.045108997,0.467921242
1,1,1,1,1,1,1,1,1,1,1.05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.106249376,2.372421587,0.644099842,0.024840445,0.035485074,0.788605582,2.593259255,4.578494685,0.015267755,5.95E-05,0.393065285,0.00752006,0.170365275,0.270537371,0.069129542,0.013626226,0.108513843,0.171388281,0.870709041,2.714538434,0.773076509,-2.00E-15,0.538359647,0.788997543,0.426188509,0.063379475,0.788997543,0.063379475,0.000176033,0.018616789,0.532234635,0.757599657,0.008545286,0.007083898,0.426188509,0.426188509,0.788997543,0.062419474,0.788997543,0.055392179,0,0.733605365,0.362809034,0.062419474,0.062419474,0.062419474,0.000152331,0.015768703,0.062419474,0.551027457
1,1,1,1,1,1,1,1,1,1,1,0.95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.151163254,2.477607146,0.493614631,0.025015998,0.029214963,0.64926491,2.42882159,5.227654648,0.013240225,4.54E-05,0.379589182,0.006047108,0.1300935,0.263256078,0.05783764,0.011533134,0.094448941,0.157423161,0.618011938,2.383401504,0.699045788,6.66E-16,0.501762384,0.714573855,0.388183426,0.061792996,0.714573855,0.061792996,0.000153815,0.016974993,0.4717336,0.684224907,0.008141837,0.00683868,0.388183426,0.388183426,0.714573855,0.050339492,0.714573855,0.050138646,0,0.664435209,0.326390429,0.050339492,0.050339492,0.050339492,0.000159636,0.015368431,0.050339492,0.488862409
1,1,1,1,1,1,1,1,1,1,1,1.05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.137655801,2.337302224,0.585192353,0.025933107,0.033744069,0.749916341,2.414307251,4.704286207,0.015126466,6.12E-05,0.393252366,0.006988816,0.154271702,0.25833117,0.064848167,0.013605061,0.107490089,0.154202889,0.803663797,2.806866349,0.767487334,1.33E-15,0.547819599,0.78274822,0.421732336,0.060716452,0.78274822,0.060716452,0.000182615,0.019119305,0.518571862,0.752729017,0.008105554,0.006816309,0.421732336,0.421732336,0.78274822,0.058070723,0.78274822,0.054917517,0,0.727830703,0.361015884,0.058070723,0.058070723,0.058070723,0.000163547,0.01509734,0.058070723,0.537873782
1,1,1,1,1,1,1,1,1,1,1,1,0.95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.144312948,2.416007928,0.536999444,0.025466257,0.031387134,0.697537674,2.422332416,4.958209569,0.014153104,5.26E-05,0.386265906,0.006499957,0.141544115,0.260851505,0.061268251,0.012504242,0.10077795,0.155592452,0.703744496,2.589712529,0.733125723,-1.33E-15,0.525073073,0.748523426,0.404895577,0.061267729,0.748523426,0.061267729,0.000167448,0.018018246,0.494831633,0.718739224,0.007719348,0.006828693,0.404895577,0.404895577,0.748523426,0.054060875,0.748523426,0.052520586,0,0.696002841,0.343627849,0.054060875,0.054060875,0.054060875,0.000161542,0.015236161,0.054060875,0.513017327
1,1,1,1,1,1,1,1,1,1,1,1,1.05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.144156702,2.414415502,0.538036744,0.025476534,0.031438543,0.698680151,2.422178328,4.952283176,0.014174476,5.27E-05,0.38642076,0.006510634,0.14181798,0.260796097,0.061347812,0.012527659,0.10092574,0.155556128,0.705846155,2.594517515,0.73390202,6.66E-16,0.525595492,0.749296717,0.405276167,0.061255617,0.749296717,0.061255617,0.000167774,0.018042561,0.495362905,0.718703644,0.008531506,0.006828456,0.405276167,0.405276167,0.749296717,0.054148536,0.749296717,0.052574799,0,0.696721918,0.34402055,0.054148536,0.054148536,0.054148536,0.000161585,0.015233112,0.054148536,0.513573239
1,1,1,1,1,1,1,1,1,1,1,1,1,0.95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.144300473,2.41588114,0.537082154,0.025467077,0.031391234,0.697628792,2.422320144,4.957736215,0.014154808,5.26E-05,0.386278261,0.006500808,0.141565951,0.260847084,0.061274599,0.012506108,0.10078974,0.155589544,0.703911988,2.590095872,0.733187684,-6.66E-16,0.525114784,0.748585147,0.404925955,0.061266762,0.748585147,0.061266762,0.000167474,0.018020186,0.494874029,0.718736391,0.008125598,0.006487241,0.404925955,0.404925955,0.748585147,0.054067867,0.748585147,0.052524913,0,0.696060234,0.343659193,0.054067867,0.054067867,0.054067867,0.000161546,0.015235918,0.054067867,0.513061689
1,1,1,1,1,1,1,1,1,1,1,1,1,1.05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.144169165,2.414542872,0.537953895,0.025475714,0.031434438,0.698588923,2.42219065,4.952755705,0.01417277,5.27E-05,0.3864084,0.006509781,0.141796106,0.26080052,0.061341462,0.012525788,0.100913942,0.155559018,0.705678211,2.594133958,0.73384008,0,0.525553823,0.749235017,0.405245801,0.061256584,0.749235017,0.061256584,0.000167748,0.01804062,0.495320506,0.718706489,0.008125275,0.007169899,0.405245801,0.405245801,0.749235017,0.054141537,0.749235017,0.052570474,0,0.696664543,0.343989217,0.054141537,0.054141537,0.054141537,0.000161582,0.015233355,0.054141537,0.513528874
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.181853398,2.471091767,0.50461178,0.02652068,0.028153125,0.625668898,2.295114785,5.194793133,0.013322218,4.61E-05,0.380550545,0.006159271,0.1331083,0.254995812,0.058740859,0.011553937,0.095042022,0.158697278,0.589677521,2.407585127,0.703274818,-6.66E-16,0.504586874,0.718358135,0.38917195,0.059985766,0.718358135,0.059985766,0.000155377,0.017097053,0.474443183,0.689017324,0.007803354,0.00662789,0.38917195,0.38917195,0.718358135,0.051261831,0.718358135,0.050385332,0,0.667972803,0.329186184,0.051261831,0.051261831,0.051261831,0.00017375,0.014909567,0.051261831,0.491695613
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.109715457,2.35275328,0.570802705,0.024713875,0.034810703,0.773618807,2.541169554,4.74857286,0.014973048,5.96E-05,0.3917625,0.006847304,0.150376151,0.265605507,0.063791682,0.013494026,0.106410235,0.153299146,0.836781233,2.767016646,0.761159224,-1.33E-15,0.543773738,0.776811632,0.419558601,0.06230557,0.776811632,0.06230557,0.000179763,0.018917052,0.514283334,0.745884461,0.008418975,0.007007817,0.419558601,0.419558601,0.776811632,0.056910774,0.776811632,0.054525381,0,0.722286251,0.357253031,0.056910774,0.056910774,0.056910774,0.00015203,0.015500378,0.056910774,0.53338015
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.147290041,2.420220426,0.534719223,0.025547193,0.031132089,0.691869887,2.411841478,4.974112806,0.01409399,5.21E-05,0.385869313,0.006476179,0.140225557,0.26037483,0.061094076,0.012434096,0.100371103,0.155801439,0.694440505,2.576898885,0.731063841,1.33E-15,0.523675516,0.74643596,0.403799741,0.061163521,0.74643596,0.061163521,0.00016658,0.017953394,0.493411048,0.716314442,0.00809938,0.006812497,0.403799741,0.403799741,0.74643596,0.053865641,0.74643596,0.052372464,0,0.694063496,0.342636219,0.053865641,0.053865641,0.053865641,0.000162477,0.015209642,0.053865641,0.511531022
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.141483828,2.410631929,0.540057642,0.025404446,0.031668224,0.703784289,2.431646953,4.938339714,0.014226872,5.32E-05,0.38677081,0.006531666,0.143008592,0.261224455,0.061501495,0.012590253,0.101286148,0.155373461,0.714286377,2.605851081,0.735719359,-6.66E-16,0.526824179,0.751137045,0.406243144,0.061349242,0.751137045,0.061349242,0.000168545,0.018099935,0.49661708,0.720888204,0.008148886,0.00684302,0.406243144,0.406243144,0.751137045,0.054321208,0.751137045,0.052705437,0,0.698431608,0.344893902,0.054321208,0.054321208,0.054321208,0.000160752,0.015256935,0.054321208,0.51488556
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.95,1,1,1,1,1,1,1,1,1,1,1,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.145965213,2.417099039,0.53635624,0.025524265,0.031357632,0.696882046,2.418339399,4.962297711,0.014137722,5.34E-05,0.386161799,0.006493292,0.141375565,0.260799323,0.061219022,0.012485268,0.100672351,0.155633548,0.702466204,2.58640802,0.7325929,1.33E-15,0.524713271,0.747988053,0.404622187,0.061256322,0.747988053,0.061256322,0.000167224,0.018001523,0.494465747,0.717816863,0.008115645,0.006822536,0.404622187,0.404622187,0.747988053,0.054006153,0.747988053,0.052478567,0,0.695509486,0.343365865,0.054006153,0.054006153,0.054006153,0.000162144,0.015233009,0.054006153,0.512634494
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.05,1,1,1,1,1,1,1,1,1,1,1,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.142655185,2.413479338,0.538581997,0.025423594,0.031463385,0.699232226,2.425834747,4.948814618,0.014187631,5.19E-05,0.386509274,0.00651628,0.14196079,0.260845513,0.061389442,0.012544052,0.101015985,0.155520563,0.706929997,2.59733255,0.734355113,0,0.525901138,0.749752237,0.405509328,0.061266419,0.749752237,0.061266419,0.000167965,0.018056809,0.49567434,0.719547686,0.008134379,0.006834086,0.405509328,0.405509328,0.749752237,0.054194893,0.749752237,0.05261082,0,0.697141417,0.344242909,0.054194893,0.054194893,0.054194893,0.000161038,0.015236086,0.054194893,0.513899115
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.95,1,1,1,1,1,1,1,1,1,1,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.142360275,2.41209772,0.540878838,0.025425634,0.03158657,0.70196972,2.428651525,4.943724838,0.014206739,5.30E-05,0.391078019,0.006523218,0.142583491,0.26109697,0.06025372,0.012566512,0.101147553,0.155436177,0.711243922,2.601474043,0.735016342,-1.33E-15,0.526350247,0.750427192,0.405874286,0.06132138,0.750427192,0.06132138,0.000168247,0.018077747,0.496132002,0.720197521,0.008141412,0.006838418,0.405874286,0.405874286,0.750427192,0.054251855,0.750427192,0.052655154,0,0.697772038,0.344552906,0.054251855,0.054251855,0.054251855,0.000161009,0.01524984,0.054251855,0.514377996
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.05,1,1,1,1,1,1,1,1,1,1,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.145876716,2.417915177,0.534596782,0.025511947,0.031261594,0.694747841,2.416658362,4.965365824,0.014126252,5.23E-05,0.382170246,0.006489649,0.140896659,0.260583229,0.062263942,0.012471872,0.100593333,0.155696556,0.699206619,2.583929733,0.73219768,1.33E-15,0.52444315,0.747580977,0.40439503,0.061209083,0.747580977,0.061209083,0.000167056,0.017989002,0.494191469,0.717428353,0.008111439,0.006819941,0.40439503,0.40439503,0.747580977,0.053976248,0.747580977,0.052453557,0,0.69512742,0.343185947,0.053976248,0.053976248,0.053976248,0.000162053,0.015221244,0.053976248,0.512347526
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.95,1,1,1,1,1,1,1,1,1,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.144767158,2.41579443,0.537160026,0.025487604,0.031395828,0.697730881,2.421050152,4.957413802,0.014303946,5.29E-05,0.386287448,0.006501597,0.141586899,0.260816351,0.061280625,0.013195799,0.10162959,0.155592447,0.704077018,2.590357959,0.733230502,1.33E-15,0.525143299,0.748626384,0.404943214,0.061260044,0.748626384,0.061260044,0.000167492,0.018021512,0.494902905,0.718443103,0.008122424,0.006826717,0.404943214,0.404943214,0.748626384,0.054074347,0.748626384,0.052526425,0,0.696099959,0.34368317,0.054074347,0.054074347,0.054074347,0.000161742,0.01523414,0.054074347,0.513091908
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.05,1,1,1,1,1,1,1,1,1,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.143754578,2.414686903,0.537840983,0.025456817,0.031428182,0.698449902,2.423343155,4.953289308,0.01403776,5.24E-05,0.386393749,0.00650863,0.141765946,0.260830469,0.061332762,0.011904719,0.100152487,0.155557892,0.705442734,2.59370007,0.733769594,-6.66E-16,0.525506679,0.749166078,0.405214604,0.06126313,0.749166078,0.06126313,0.000167718,0.018038425,0.49527264,0.718972592,0.008128155,0.00683025,0.405214604,0.405214604,0.749166078,0.05413209,0.749166078,0.052566884,0,0.696599194,0.343951474,0.05413209,0.05413209,0.05413209,0.000161403,0.015235081,0.05413209,0.513478783
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.95,1,1,1,1,1,1,1,1,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.146547492,2.417730847,0.535966325,0.025542175,0.031339101,0.696470233,2.417022796,4.964672941,0.014128963,5.24E-05,0.386100779,0.006489261,0.14127305,0.260790919,0.061189114,0.012474973,0.100612037,0.155653608,0.701685291,2.584489962,0.732283103,0,0.524504233,0.747677894,0.40446619,0.061254485,0.747677894,0.061254485,0.000167094,0.017991817,0.494253397,0.717512588,0.008112351,0.006820504,0.40446619,0.40446619,0.747677894,0.053973059,0.747677894,0.050013824,0,0.697664071,0.343211705,0.053973059,0.053973059,0.053973059,0.00016234,0.015232451,0.053973059,0.512412307
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.05,1,1,1,1,1,1,1,1,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.14193797,2.412688696,0.539066356,0.025402035,0.031486392,0.699743525,2.427461321,4.945897358,0.014198473,5.29E-05,0.386584702,0.006521278,0.142088154,0.260855169,0.06142646,0.012556848,0.101090619,0.155496316,0.707902755,2.599704443,0.734737209,0,0.526158431,0.750134741,0.405701635,0.061268529,0.750134741,0.061268529,0.000168126,0.018068814,0.49593655,0.71992298,0.008138441,0.006836588,0.405701635,0.405701635,0.750134741,0.054235927,0.750134741,0.055071887,0,0.695062854,0.344433106,0.054235927,0.054235927,0.054235927,0.0001608,0.015236732,0.054235927,0.51417349
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.95,1,1,1,1,1,1,1,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.144234804,2.415212718,0.537517849,0.025471395,0.031412829,0.698108717,2.422255457,4.955245011,0.014163787,5.27E-05,0.386343323,0.006505293,0.141680982,0.260823805,0.061308027,0.012515943,0.10085183,0.15557426,0.70479454,2.592114621,0.733513901,-1.33E-15,0.525334351,0.748910102,0.405085888,0.061261674,0.748910102,0.061261674,0.000167611,0.018030401,0.49509726,0.718721454,0.008125437,0.006828575,0.405085888,0.405085888,0.748910102,0.054104692,0.748910102,0.052547695,0,0.696362407,0.343824214,0.054104692,0.054104692,0.054104692,0.000161564,0.015234637,0.054104692,0.513295273
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.05,1,1,1,1,1,1,1,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.144234804,2.415212718,0.537517849,0.025471395,0.031412829,0.698108717,2.422255457,4.955245011,0.014163787,5.27E-05,0.386343323,0.006505293,0.141680982,0.260823805,0.061308027,0.012515943,0.10085183,0.15557426,0.70479454,2.592114621,0.733513901,-1.33E-15,0.525334351,0.748910102,0.405085888,0.061261674,0.748910102,0.061261674,0.000167611,0.018030401,0.49509726,0.718721454,0.008125437,0.006828575,0.405085888,0.405085888,0.748910102,0.054104692,0.748910102,0.052547695,0,0.696362407,0.343824214,0.054104692,0.054104692,0.054104692,0.000161564,0.015234637,0.054104692,0.513295273
