ENZYME_ADH,ENZYME_AK,ENZYME_ATPase,ENZYME_ENO,ENZYME_FBA,ENZYME_GPD,ENZYME_GPM,ENZYME_GPP,ENZYME_HXK_GLK1,ENZYME_HXK_HXK1,ENZYME_HXK_HXK2,ENZYME_PDC_PDC1,ENZYME_PDC_PDC5,ENZYME_PDC_PDC6,ENZYME_PFK,ENZYME_PGI,ENZYME_PGK,ENZYME_PGM,ENZYME_PYK,ENZYME_TDH_TDH1,ENZYME_TDH_TDH2,ENZYME_TDH_TDH3,ENZYME_TPI,ENZYME_TPP,ENZYME_TPS,ENZYME_UGP,ENZYME_acetate_branch,ENZYME_succinate_branch,ENZYME_udp_to_utp,ENZYME_HXT,ACE,EtOH,F26bP,GLCx,GLY,SUC,TRH,ADH1,ADH5,CDC19,ENO1,ENO2,FBA1,GLK1,GPD1,GPD2,GPM1,HOR2,HXK1,HXK2,PDC1,PDC5,PDC6,PFK1,PFK2,PGI1,PGK1,PGM1,PGM2,PYK2,RHR2,TDH1,TDH2,TDH3,TPI1,TPS1,TPS2,UGP1,ADP,ATP,AcAld,BPG,DHAP,F16bP,F6P,G1P,G3P,G6P,GAP,GLC,NAD,P2G,P3G,PEP,PYR,T6P,UDP,UTP,ADH,AK,ATPase,ENO,FBA,GPD,GPM,GPP,HXK_GLK1,HXK_HXK1,HXK_HXK2,PDC_PDC1,PDC_PDC5,PDC_PDC6,PFK,PGI,PGK,PGM,PYK,TDH_TDH1,TDH_TDH2,TDH_TDH3,TPI,TPP,TPS,UGP,acetate_branch,succinate_branch,udp_to_utp,HXT
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55.7500633495734,55.472577854384,0.003,74.0,0.15,0.0,0.00384697134241316,0.0409771277320022,0.00106249605621922,0.512097526792801,0.171592988538958,0.493611573294543,0.334598664262206,0.0112717406104807,0.00170877794272468,0.000198351416606057,0.182500074724267,0.0013683673909939,0.0041951864287446,0.0153328384926289,0.266952694557084,0.00308868608169189,0.0016352160527653,0.0116962574765781,0.00975915538330228,0.0345726768225249,0.0644142281647388,0.000815573865768647,0.00031467219294138,0.00151748381804475,0.0127951193429578,0.087716160700349,0.0,1.05110118662137,0.073589454911377,0.000848120435592663,0.000664962953368736,0.001783107832099547,1.1442348042817863,2.415212717673572,0.5375178489743561,0.02547139506398027,0.03141282932461313,0.6981087171088263,2.4222554571232835,4.955245011105733,0.014163787188454765,5.2650410221153296e-05,0.3863433228699848,0.006505293470821856,0.1416809819741851,0.26082380485799583,0.061308027052955266,0.012515943488573038,0.10085182961371128,0.15557425954613707,0.7047945404086534,2.5921146206744052,0.7335139014797784,1.3322676295501878e-15,0.5253343507248609,0.7489101017655727,0.40508588775691595,0.061261673748258916,0.7489101017655727,0.06126167374825893,0.0001676107893356823,0.018030401494536233,0.49509726033467977,0.7187214538240954,0.008125436667634472,0.0068285746855078575,0.40508588775691595,0.40508588775691545,0.7489101017655732,0.05410469243081777,0.7489101017655728,0.05254769490122364,0.0,0.6963624068643491,0.34382421400885876,0.05410469243081777,0.05410469243081779,0.054104692430817766,0.00016156369745941798,0.015234636588335007,0.05410469243081778,0.5132952726185515
0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55.7500633495734,55.472577854384,0.003,74.0,0.15,0.0,0.00384697134241316,0.0409771277320022,0.00106249605621922,0.512097526792801,0.171592988538958,0.493611573294543,0.334598664262206,0.0112717406104807,0.00170877794272468,0.000198351416606057,0.182500074724267,0.0013683673909939,0.0041951864287446,0.0153328384926289,0.266952694557084,0.00308868608169189,0.0016352160527653,0.0116962574765781,0.00975915538330228,0.0345726768225249,0.0644142281647388,0.000815573865768647,0.00031467219294138,0.00151748381804475,0.0127951193429578,0.087716160700349,0.0,1.05110118662137,0.073589454911377,0.000848120435592663,0.000664962953368736,0.00155052854965178,1.1443270931470078,2.4161613819207735,0.5368992695299308,0.029454824465297805,0.03138216594483241,0.6974272774260871,2.4203380535060846,4.958782820369304,0.014150740115844862,5.2543311156813926e-05,0.3862509453745783,0.006498925125714871,0.14151766635713417,0.2608569132412819,0.06126056178599603,0.012500589291221918,0.10076199322001005,0.1555959650348608,0.7035416408093534,2.5892483861867808,0.7330380408695522,6.661338147750939e-16,0.5250225614587583,0.7484486912891346,0.40485880103759053,0.06126891078604632,0.7484486912891346,0.061268910786046335,0.0001674163574204059,0.018015897759342304,0.49478029961704834,0.7182786238076925,0.008120643368779537,0.006825619139222873,0.4048588010375906,0.4048588010375911,0.7484486912891344,0.05405240634811016,0.7484486912891349,0.052515348903167836,0.0,0.6959333423859668,0.34358989025096154,0.05405240634811015,0.054052406348110156,0.054052406348110156,0.00018684544614316673,0.015223804973440011,0.054052406348110156,0.512963613733811
1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55.7500633495734,55.472577854384,0.003,74.0,0.15,0.0,0.00384697134241316,0.0409771277320022,0.00106249605621922,0.512097526792801,0.171592988538958,0.493611573294543,0.334598664262206,0.0112717406104807,0.00170877794272468,0.000198351416606057,0.182500074724267,0.0013683673909939,0.0041951864287446,0.0153328384926289,0.266952694557084,0.00308868608169189,0.0016352160527653,0.0116962574765781,0.00975915538330228,0.0345726768225249,0.0644142281647388,0.000815573865768647,0.00031467219294138,0.00151748381804475,0.0127951193429578,0.087716160700349,0.0,1.05110118662137,0.073589454911377,0.000848120435592663,0.000664962953368736,0.00155052854965178,1.1441736868789167,2.414582539395407,0.5379281176773526,0.022831271477705,0.031433161349678634,0.698560560587415,2.4235261418735776,4.952902918541371,0.014172437012632518,5.272151230105703e-05,0.38640455050214567,0.00650951587650336,0.14178930073469972,0.26080186034313846,0.06133948596718782,0.012526130379023125,0.10091138448545697,0.15555992498959828,0.7056259711094408,2.5940144793710314,0.7338291711273695,1.9984014443252818e-15,0.5255408414586447,0.7492157952542423,0.40523633608139,0.06125687690853752,0.7492157952542424,0.061256876908537525,0.00016773974715070865,0.018040015463727486,0.4953072987952187,0.7190148365618748,0.008128612174591321,0.00683053219038004,0.40523633608139,0.4052363360813895,0.7492157952542425,0.05413935896235342,0.7492157952542423,0.052569124320677556,0.0,0.6966466709335647,0.3439794591730827,0.054139358962353445,0.054139358962353445,0.054139358962353445,0.00014480979947651646,0.01524181432739612,0.05413935896235346,0.5135150540060969
1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55.7500633495734,55.472577854384,0.003,74.0,0.15,0.0,0.00384697134241316,0.0409771277320022,0.00106249605621922,0.512097526792801,0.171592988538958,0.493611573294543,0.334598664262206,0.0112717406104807,0.00170877794272468,0.000198351416606057,0.182500074724267,0.0013683673909939,0.0041951864287446,0.0153328384926289,0.266952694557084,0.00308868608169189,0.0016352160527653,0.0116962574765781,0.00975915538330228,0.0345726768225249,0.0644142281647388,0.000815573865768647,0.00031467219294138,0.00151748381804475,0.0127951193429578,0.087716160700349,0.0,1.05110118662137,0.073589454911377,0.000848120435592663,0.000664962953368736,0.00155052854965178,1.1442348042817858,2.41521271767357,0.5375178489743577,0.02547139506398028,0.03141282932461322,0.6981087171088283,2.4222554571232884,4.955245011105726,0.014163787188454794,5.2650410221153554e-05,0.38634332286998513,0.006505293470821872,0.14168098197418555,0.2608238048579958,0.061308027052955384,0.012515943488573072,0.10085182961371147,0.15557425954613696,0.7047945404086565,2.5921146206744123,0.7335139014797776,1.0658141036401504e-15,0.5253343507248601,0.7489101017655722,0.40508588775691545,0.061261673748258895,0.748910101765572,0.06126167374825891,0.0001676107893356818,0.018030401494536195,0.495097260334679,0.7187214538240947,0.008125436667634467,0.006828574685507854,0.4050858877569155,0.40508588775691573,0.7489101017655723,0.054104692430817614,0.7489101017655723,0.05254769490122361,0.0,0.6963624068643486,0.34382421400885876,0.054104692430817634,0.054104692430817614,0.05410469243081764,0.00016156369745941838,0.015234636588335009,0.05410469243081763,0.5132952726185508
1.0,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55.7500633495734,55.472577854384,0.003,74.0,0.15,0.0,0.00384697134241316,0.0409771277320022,0.00106249605621922,0.512097526792801,0.171592988538958,0.493611573294543,0.334598664262206,0.0112717406104807,0.00170877794272468,0.000198351416606057,0.182500074724267,0.0013683673909939,0.0041951864287446,0.0153328384926289,0.266952694557084,0.00308868608169189,0.0016352160527653,0.0116962574765781,0.00975915538330228,0.0345726768225249,0.0644142281647388,0.000815573865768647,0.00031467219294138,0.00151748381804475,0.0127951193429578,0.087716160700349,0.0,1.05110118662137,0.073589454911377,0.000848120435592663,0.000664962953368736,0.00155052854965178,1.1442348042817856,2.4152127176735707,0.5375178489743572,0.025471395063980252,0.03141282932461319,0.6981087171088274,2.4222554571232853,4.95524501110573,0.014163787188454777,5.26504102211534e-05,0.38634332286998496,0.006505293470821867,0.1416809819741854,0.26082380485799583,0.061308027052955356,0.01251594348857305,0.10085182961371136,0.1555742595461371,0.7047945404086552,2.5921146206744083,0.7335139014797776,0.0,0.52533435072486,0.7489101017655718,0.40508588775691556,0.06126167374825891,0.7489101017655722,0.061261673748258895,0.0001676107893356817,0.01803040149453619,0.4950972603346787,0.7187214538240946,0.008125436667634463,0.006828574685507852,0.40508588775691534,0.40508588775691573,0.748910101765572,0.054104692430817614,0.7489101017655719,0.0525476949012236,0.0,0.6963624068643484,0.34382421400885876,0.054104692430817614,0.05410469243081763,0.0541046924308176,0.00016156369745941838,0.015234636588335003,0.054104692430817614,0.5132952726185507
1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55.7500633495734,55.472577854384,0.003,74.0,0.15,0.0,0.00384697134241316,0.0409771277320022,0.00106249605621922,0.512097526792801,0.171592988538958,0.493611573294543,0.334598664262206,0.0112717406104807,0.00170877794272468,0.000198351416606057,0.182500074724267,0.0013683673909939,0.0041951864287446,0.0153328384926289,0.266952694557084,0.00308868608169189,0.0016352160527653,0.0116962574765781,0.00975915538330228,0.0345726768225249,0.0644142281647388,0.000815573865768647,0.00031467219294138,0.00151748381804475,0.0127951193429578,0.087716160700349,0.0,1.05110118662137,0.073589454911377,0.000848120435592663,0.000664962953368736,0.00155052854965178,0.906395957696494,1.4943104644874945,1.304056374178708,0.022100789199476185,0.07359959321744979,1.6356030441849738,3.156938891767232,3.4844946254528826,0.020876889359084157,0.00017286595936245554,0.4566396888643153,0.012751657386613326,0.3488726903122396,0.26941440403191097,0.09822744343375904,0.025564942368722848,0.1449411491010727,0.1819511181484473,3.1619203928645794,4.2915470004748135,0.8952195001063102,3.3306690738754696e-15,0.5336319732301585,0.9110588223644661,0.48709701002556605,0.0631351976866661,0.9110588223644663,0.06313519768666609,0.00032259643778373594,0.027014253778773926,0.6692879274407695,0.8776768659100386,0.009829909805117724,0.007823770064132233,0.4870970100255658,0.48709701002556594,0.9110588223644657,0.10476388381588053,0.911058822364466,0.06401982327265128,0.0,0.8470389990918146,0.4239618123386135,0.10476388381588053,0.10476388381588056,0.1047638838158805,0.00011104567297842476,0.0157282765851773,0.10476388381588055,0.6966247776573271
1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55.7500633495734,55.472577854384,0.003,74.0,0.15,0.0,0.00384697134241316,0.0409771277320022,0.00106249605621922,0.512097526792801,0.171592988538958,0.493611573294543,0.334598664262206,0.0112717406104807,0.00170877794272468,0.000198351416606057,0.182500074724267,0.0013683673909939,0.0041951864287446,0.0153328384926289,0.266952694557084,0.00308868608169189,0.0016352160527653,0.0116962574765781,0.00975915538330228,0.0345726768225249,0.0644142281647388,0.000815573865768647,0.00031467219294138,0.00151748381804475,0.0127951193429578,0.087716160700349,0.0,1.05110118662137,0.073589454911377,0.000848120435592663,0.000664962953368736,0.00155052854965178,1.4425974742675922,2.460358972313737,0.2296123722251874,0.05452487013329359,0.013001476934801711,0.2889513371097541,1.4387888282304713,8.12139015333905,0.008054394123476718,1.6982686023672885e-05,0.33524223001459724,0.0030340395152052627,0.05985696152559629,0.19451487343229545,0.03184529464627454,0.006420436862483913,0.058103836376147605,0.17004872172115718,0.19246462924011445,1.1136777072268131,0.47907408341132895,6.661338147750939e-16,0.36818676367563496,0.490918893300654,0.2687130370969979,0.04650718089334172,0.4909188933006538,0.04650718089334172,8.047358155498207e-05,0.010299633387984815,0.30914956261524296,0.4691552595961953,0.005383598614341734,0.004971254532771221,0.2687130370969978,0.26871303709699784,0.490918893300654,0.02540831624389244,0.4909188933006539,0.03436743910709008,0.0,0.456551454193564,0.22220585620388866,0.025408316243892455,0.025408316243892445,0.025408316243892445,0.00043602933197938343,0.011408780557345722,0.025408316243892445,0.31952966958478274
1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55.7500633495734,55.472577854384,0.003,74.0,0.15,0.0,0.00384697134241316,0.0409771277320022,0.00106249605621922,0.512097526792801,0.171592988538958,0.493611573294543,0.334598664262206,0.0112717406104807,0.00170877794272468,0.000198351416606057,0.182500074724267,0.0013683673909939,0.0041951864287446,0.0153328384926289,0.266952694557084,0.00308868608169189,0.0016352160527653,0.0116962574765781,0.00975915538330228,0.0345726768225249,0.0644142281647388,0.000815573865768647,0.00031467219294138,0.00151748381804475,0.0127951193429578,0.087716160700349,0.0,1.05110118662137,0.073589454911377,0.000848120435592663,0.000664962953368736,0.00155052854965178,1.1586429598016943,2.4305246689118465,0.5279745921333147,0.025928314524347164,0.030959055218146164,0.6880243404835775,2.389799423150923,5.014249545702031,0.0181314284471499,5.931807688161053e-05,0.38484009396792684,0.006406417323998118,0.1391723973714412,0.2605972314028743,0.06057264156795482,0.012264120822906064,0.12286770145009901,0.15608307069437252,0.6857509797086726,2.544891458683297,0.7258603802288067,1.3322676295501878e-15,0.5201563170949809,0.7412466827549166,0.4012294136191544,0.0612121444833922,0.741246682754916,0.06121214448339218,0.00016442573715008113,0.017791480571456762,0.48985898809491,0.7112046163521937,0.008044038487888084,0.006778258199249124,0.40122941361915443,0.4012294136191548,0.7412466827549165,0.05329274039218123,0.7412466827549168,0.05197271022542216,0.0,0.6892739725294946,0.3400172691361836,0.05329274039218122,0.053292740392181216,0.05329274039218123,0.0001665328105241574,0.015219769715585973,0.05329274039218122,0.5078148944035171
1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55.7500633495734,55.472577854384,0.003,74.0,0.15,0.0,0.00384697134241316,0.0409771277320022,0.00106249605621922,0.512097526792801,0.171592988538958,0.493611573294543,0.334598664262206,0.0112717406104807,0.00170877794272468,0.000198351416606057,0.182500074724267,0.0013683673909939,0.0041951864287446,0.0153328384926289,0.266952694557084,0.00308868608169189,0.0016352160527653,0.0116962574765781,0.00975915538330228,0.0345726768225249,0.0644142281647388,0.000815573865768647,0.00031467219294138,0.00151748381804475,0.0127951193429578,0.087716160700349,0.0,1.05110118662137,0.073589454911377,0.000848120435592663,0.000664962953368736,0.00155052854965178,1.1348204670774302,2.4047192597804545,0.5439138367195999,0.02519287286210184,0.03171651257220469,0.7048575669973803,2.443652305053899,4.917026960079234,0.011761889973008463,4.849842238914291e-05,0.3873359354049474,0.006571212139347501,0.14336298385514493,0.26094424359943824,0.06179560561490543,0.012684996580295324,0.08752305985691353,0.15526015982668795,0.7176647029582681,2.623336443650047,0.7385343175386843,0.0,0.5287100755804846,0.7539355585342983,0.4076117789628526,0.061287999391406764,0.7539355585342985,0.06128799939140677,0.00016973824567817315,0.01818844175306626,0.49854525467237937,0.723652591239143,0.008178795496975939,0.006861413098089691,0.40761177896285244,0.40761177896285317,0.7539355585342984,0.05464582785413568,0.7539355585342982,0.05292422941636502,0.0,0.7010113291179332,0.3463237795717222,0.054645827854135694,0.054645827854135694,0.05464582785413571,0.0001584822955246114,0.015242758700089362,0.054645827854135694,0.5169034346711238
1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55.7500633495734,55.472577854384,0.003,74.0,0.15,0.0,0.00384697134241316,0.0409771277320022,0.00106249605621922,0.512097526792801,0.171592988538958,0.493611573294543,0.334598664262206,0.0112717406104807,0.00170877794272468,0.000198351416606057,0.182500074724267,0.0013683673909939,0.0041951864287446,0.0153328384926289,0.266952694557084,0.00308868608169189,0.0016352160527653,0.0116962574765781,0.00975915538330228,0.0345726768225249,0.0644142281647388,0.000815573865768647,0.00031467219294138,0.00151748381804475,0.0127951193429578,0.087716160700349,0.0,1.05110118662137,0.073589454911377,0.000848120435592663,0.000664962953368736,0.00155052854965178,1.2360090314709864,2.5315176544161653,0.46154628800571534,0.028543530454523194,0.02402848782104676,0.534007358409448,2.1086906965950414,5.5865472964366685,0.012124170269695464,3.797006982250877e-05,0.3719615497651371,0.00569300407110406,0.1219485659024702,0.2445820137967845,0.05520756293522331,0.010270626129165768,0.08672243236294848,0.16499349659892887,0.5612178973486533,2.1423812653261867,0.6576100154695599,-1.3322676295501878e-15,0.472161042798329,0.6721318039247858,0.3649139075240915,0.05769601112339734,0.6721318039247856,0.05769601112339736,0.00013870147352265715,0.015753666784784383,0.4438713726011574,0.6441753322488216,0.007314972831790185,0.006315281737700919,0.3649139075240915,0.36491390752409175,0.6721318039247859,0.047424916667686424,0.6721318039247861,0.04712016116027121,0.0,0.6250116427645145,0.30721789640003605,0.04742491666768643,0.047424916667686424,0.04742491666768643,0.00019557134875280698,0.014326217106472956,0.04742491666768643,0.4597637408594644
